id,name,brewery,style,alcohol,fruit,ibu,text
244,로스 로코스,에픽 브루잉 컴퍼니,멕시칸 라거,4.8도,1,71,걸프해변의 따듯한 햇살과 하얀 모래를 연상시키는 골든라거로 신선한 라임의 맛을 머금은 매우 드링커블한 맥주이다.  
245,스모크 포터,에픽 브루잉 컴퍼니,포터,6.2도,0,15,벚나무 스모크향의 몰트를 사용하여 쵸콜릿몰트와 스모크향이 블랜딩된 맛의 맥주로 캠프파이어에 둘러앉아 즐기던 쵸콜릿과 커피의 향수를 떠올리게 한다.  
246,825 스테이트 스타우트,에픽 브루잉 컴퍼니,스타우트,6.3도,0,40,"짙은 검은색 및 갈색을 띠며 로스팅한 커피향, 초콜릿, 견과류 등의 향이 달콤한 코코아 향과 함께 느껴진다. 입안에서는 부드러운 질감과 태운 몰트 및 커피, 초콜렛 풍미를 느낄 수 있다. 뒤에서 느껴지는 향신료 및 쌉싸름함도 느낄 수 있다.  "
247,에픽 브루잉 임페리얼 레드 에일,에픽 브루잉 컴퍼니,임페리얼 레드 에일,8.5도,1,35,소나무향과 복잡한 몰트의 훌륭한 밸런스를 이룬다. 견고하나 지나치지않은 쌉쌀함과 놀라운 견과일의 향미가 있다.  
248,그루티네이터 글루텐 프리,에픽 브루잉 컴퍼니,글루텐 프리,5.7도,0,16,현미와 고구마를 사용하여 일체의 글루텐이나 인공적인 단맛이 배제된 신선하고 깨끗한 곡물과 홉향이 풍미롭다.  
249,사우어 애플 세종,에픽 브루잉 컴퍼니,사워 세종,7.7도,1,18,"신선한 사과쥬스와 여덟 가지의 스파이시한 맛과 세종 효모에서 만들어지는 생강, 계피와 정향의 아로마가 상큼하다.  "
250,데일스 페일 에일,오스카 블루스 브루어리,페일 에일,6.5도,0,65,미국 최초의 수제캔맥주로 뉴욕탐임즈에 의해 미국 최고의 페일에일로 평가되어지는 이 시대의 페일에일의 정수로 불리운다.  
251,오스카 블루스 아이피에이,오스카 블루스 브루어리,인디아 페일 에일,6.4도,1,70,"붉은밀과 보리맥아를 사용하여 깔끔한 맥아향이 기저에 깔리며, 다양한 홉을 사용하여 패션푸르트, 라즈베리, 파인애플과 시트러스한 아로마가 조화로운 IPA이다.  "
252,올드 첩,오스카 블루스 브루어리,스카치 에일,8도,0,25,풍부한 몰트와 훈제곡물을 사용하여 피니쉬가 매우 부드러우며 인디비어 애호가에게 인기있는 WBC 골드메달에 빛나는 스카치에일 맥주이다.  
253,피너 스로우백 아이피에이,오스카 블루스 브루어리,인디아 페일 에일,4.9도,1,35,"풍부한 몰트와 홉을 사용한 매우 드링커블한 IPA로 열대과일향, 시트러한쥬스, 파인애플과 스파이시한 베리의 아로마가 풍부한 매우 밸러스한 맥주이다.  "
254,지나이트,오스카 블루스 브루어리,임페리얼 레드 인디아 페일 에일,8.7도,0,60,"매우 강력한 더블 레드IPA로 놀라울정도로 오감을 만족시키며, 풍부한 아로마와 피니쉬가 입안을 가득하게 하는 맥주이다.  "
255,비어리토,오스카 블루스 브루어리,비엔나 라거,4도,0,21,비엔나와 캐러멜비엔나 몰트를 사용하여 복잡미묘한 몰트향이 부드럽게 입안을 자극하며 신선하고 웅장한 홉으로부터 아몬드와 호두향이 품미있게 전해진다.  
256,바바 블랙 라거,유인타 브루잉 컴퍼니,다크 라거,4도,0,38,다크 커피와 쵸콜릿 그리고 스모크향의 매우 드링커블한 맥주이다.  
257,디투어 더블 아이피에이,유인타 브루잉 컴퍼니,인디아 페일 에일,9.5도,1,96,"홉을 과감하게 사용한 더블IPA로 소나무향과 오렌지, 구아바향의 IPA이다.  "
258,홉 너쉬 아이피에이,유인타 브루잉 컴퍼니,인디아 페일 에일,7.3도,1,81,"브루어리의 대표적인 IPA로 강렬한 홉향과 소나무향, 라임향과 자몽향이 캐러멜 몰트와 조화를 이룬다.  "
259,웨스트 코스트 아이피에이,유인타 브루잉 컴퍼니,인디아 페일 에일,6.3도,1,69,"과감하고 시트러스한 웨스트코스트 스타일의 IPA로 다양한 홉을 사용하여 파인애플, 망고와 소나무향이 어우러지는 맥주이다.  "
260,홉 너쉬 텐저린 아이피에이,유인타 브루잉 컴퍼니,인디아 페일 에일,7.3도,1,82,열대의 홉과 감귤향과 쌉쌀한 피니쉬의 IPA이다.  
261,유인타 페일 에일,유인타 브루잉 컴퍼니,페일 에일,4도,0,46,캐러멜 몰트와 어메리칸 홉을 사용한 유타의 전통적인 페일에일로 음용성이 좋은 맥주이다.  
262,레이서 5,베어리퍼블릭 브루잉 컴퍼니,인디아 페일 에일,7.5도,0,75,"매우 호피하며 보리, 밀과 크리스탈 몰트를 사용한 풀바디의 독특한 IPA로 미국에서 가장 많은 상를 수상한 맥주중의 하나이다.  "
263,그랜드 엠,베어리퍼블릭 브루잉 컴퍼니,페일 에일,6도,0,50,어메리칸 페일에일로 전통적인 홉과 어메리칸 홉이 조화를 이루어 다양한 홉향과 전체적으로 몰트의 향을 느낄 수 있는 페일이다.  
264,페이스 카 레이서,베어리퍼블릭 브루잉 컴퍼니,세션 인디아 페일 에일,4도,1,55,소나무향과 시트러스한 홉향과 부드러운 몰트향이 입안 가득 느껴지는 세션IPA 이다.  
265,더블 오트,베어리퍼블릭 브루잉 컴퍼니,필스너,5도,0,25,중앙 유럽의 밸런스가 완벽한 가벼운 라거로 100% 보리 몰트를 사용한 매우 상쾌한 필스너이다.  
266,홉 셔블,베어리퍼블릭 브루잉 컴퍼니,인디아 페일 에일,7.5도,0,100,"위트와 라이를 사용하여 드라이 하지만 부드러운 향이 입안 가득하며, 모자이크와 지중해 홉의 향이 매우 좋은 IPA이다.  "
267,라즈베리 프러빈셜,펀크웍스,사워 에일,4.2도,1,35,많은 양의 라즈베리를 첨가한 타트 푸르트 맥주로 시트러스한 베리의 향과 달콤하며 타트 피니쉬가 있는 매우 상쾌한 맥주이다.  
268,에프리콧 프러빈셜,펀크웍스,벨지안 사우어 에일,4.2도,1,25,벨지엘 스타일의 사우어에일로 벨지엔 위트 효모에서 발효시켜 드라이한 피니쉬와 시트러스한 살구의 향과 다양한 과일맛이 특징이다.  
269,펀크웍스 세종,펀크웍스,세종,6.8도,1,30,"GABF에서 골드메달을 수상한 브루어리를 대표하는 세종으로 패션푸르트, 감귤과 레몬버베나의 향이 감미로운 맥주이다.  "
270,트로픽 킹,펀크웍스,싱글 홉 세종,8도,0,30,대표적인 세종에 좀 더 호피한 맛을 가미한 매우 독특한 임페리얼 세종으로 뉴질랜드의 다양한 홉에서 오는 열대과일향을 느낄 수 있는 맥주이다.  
271,기네스 드래프트 ,세인트 제임스 게이트 브루어리,스타우트,4.2도,0,40,"전 세계에서 가장 사랑 받는 프리미엄 스타우트 기네스 드래프트, 3백만개의 버블이 만드는 기네스 고유의 크리미 헤드가 특징이다.  "
272,기네스 오리지날 ,세인트 제임스 게이트 브루어리,스타우트,4.2도,0,40,1821년 탄생하여 현재까지 같은 레시피를 사용하고 있으며 전 세계로 수출된 세계 최초의 흑맥주 기네스 오리지날. 청량감 있는 탄산과 쌉싸름한 맛을 가지고 있다.  
273,부데요비츠키 부드바르 B:ORIGINAL,부드바이저 부드바 브루어리,필스너,5도,0,32,"세계최고의 ‘Sazz 홉’을 사용 90일 이상의 숙성 기간을 통한 깊고 풍부한 거품, 진한 황금빛 색깔, 홉의 톡 쏘는 듯한 상큼한 향, 적당히 쌉싸름한 맛, 이 모든 것들이 어우러져 혀끝에서 느껴지는 첫 맛부터 끝 맛까지 감칠맛 나는 Budvar B: ORIGINAL 맥주이다.  "
274,아르코 바이스비어 헬,아르코 그라프스 브로우,바이젠,5.3도,1,25,"천상의 맛! 아르코 바이스비어 헬은 450년 전통의 명품 뮌헨 밀맥주이다.  6주~8주 이상의 긴 숙성과정으로 인하여 풍부한 과일향과 청량감이 마지막 한방울까지도 베어있어 뛰어난 품질과 맛을 자랑하며, 뮌헨공대의 품질인증 테스트를 거쳐 생산한다.  "
275,아르코 슐러스 둔켈,아르코 그라프스 브로우,둔켈,5.3도,0,45,아르코둔켈은 450년 전통의 진정한 Bavarian라거의 독일 정통 흑맥주이다.  BOTTOM 숙성법을 사용하여 8주이상의 긴 맥주숙성기간으로 인하여 풍부한 감미로움과 부드럽게 섬세한 풍미를 선사한다.  
276,무스헤드 라거,무스헤드 브루어리,라거,5도,0,15,"무스헤드라거는 캐나다의 대표적인 라거스타일의 맥주이다.  모레인호수의 청정수로 만들어져 다른맥주보다 청량감이 높으며, 맥아의 달콤함과 홉의 쌉쌀함을 동시에 느낄수 있는 150년 역사의 맥주이다.  "
277,랜더 브로이 프리미엄 라거,바바리아(에이치 웨스트 브루잉),라거,4.9도,0,15,"랜더브로이 프리미엄 라거는 엄선된 재료만을 사용하여 만든 라거스타일 맥주이다.  청량감이 높은것이 특징이며, 독일맥주 순수령에 의거하여 만들어진 맥주이다.  "
278,앤드 유니온 스테피 바이스,앤드유니온,위트 비어,5도,1,20,"전통의 바바리안 밀맥주에 현대적인 감각이 어우러진 제품으로 헤이지한 금색을 띄며, 바닐라와 정향, 열대과일향이 어우러진다. 부드러우면서도 크리미하고, 풍부한 바디감은 라임과 같은 열대과일향으로 마무리된다.  "
279,앤드유니온 선데이 페일 에일,앤드유니온,페일 에일,5.5도,1,35,"일요일 아침과 같은 편안함이 특징인 선데이 페일에일은, 오렌지빛깔과 같은 진한 금색으로, 신선한 오렌지와 상쾌한 꽃향을 가진다. 테인저린과 자몽향의 몰티함은 시트러스한 특유의 호피함으로 마무리된 페일에일이다.  "
280,앤드 유니온 언필터드 라거,앤드유니온,헬레스 라거,5도,1,25,"필터링하지 않아 풍미가 살아있는 라거로, 헤이지한 노란 빛깔에 상큼한 건초와 레몬의 아로마가 어우러진다. 시트러스하면서도 몰티한 팔레트가 부드럽고 크리스피한 홉의 상큼함으로 마무리되는 헬레스스타일 라거이다.  "
281,프레리 4주년,프레리 아티산 에일즈,사워 에일,6.5도,1,40,매년 ?양조장 설립을 기념하여 특색있는 부재료와 함께 양조하는 Sour Ale 시리즈 특유의 산뜻한 레몬향에 ’16년은 진저와의 숙성으로 상쾌한 향과 풍미를 더한 환상적인 밸런스의 4주년 기념  사워에일이다.  
282,프레리 에이스,프레리 아티산 에일즈,세종,7.5도,1,40,"Sorachi Ace 홉으로 드라이 호핑한 Farmhouse/ Saison  스타일. 바디감을 살리면서도, 소라치 홉의 특징인 상쾌한 허브, 레몬향과 함께 매끈한 질감을 느낄 수 있다.  "
283,프레리 비라,프레리 아티산 에일즈,세종,4.5도,1,18,상큼하고 가볍게 즐기기 좋은 farmhouse ale로 상쾌한 질감에 흑후추와 오렌지향이 어우러져 어떤 음식과도 함께 즐기기 좋은 맥주이다. Farmhouse ale 스타일이 익숙지 않았던 분들도 쉽게 즐길 수 있는 경쾌한 느낌을 품고 있다.  
284,프레리 밤!,프레리 아티산 에일즈,임페리얼 스타우트,13도,0,65,"프레리를  대표하는 Imperial Stout로 커피원두, 초콜릿, 바닐라빈으로 만들어낸 풍부한 향과 부드러운 질감에 칠리 페퍼의 알싸한 피니쉬를 함께 느낄 수 있다.  "
285,프레리 펑키 골드 모자이크,프레리 아티산 에일즈,사워 에일,7.5도,1,18,프레리의 대표적인 사워비어인 프레리 골드에 Mosaic 홉으로 드라이호핑을 한 Sour Ale 많은 사워비어 팬들이 열광한 제품으로 다양한 열대 과일의 산미가 어우러져 상쾌하면서도 다양한 풍미를 경험하게 한다.  
286,프레리 판타스마고리아,프레리 아티산 에일즈,더블 인디아 페일 에일,8도,0,70,프레리의 더블 IPA  스타일 맥주로 괴기한 이미지 투사하는 영사기라는 뜻인 Phatasmagoria 이름처럼 쉴새 없이 감각을 자극하는 홉향이 매력적인 IPA 이다.  
287,프레리 스탠다드,프레리 아티산 에일즈,세종,5.6도,1,25,"Farmhouse와 Pale Ale을 즐기신다면 사랑 할 맥주로, 매일 즐길 수 있는 Hoppy Farmhouse/Saison 이다. 가볍고 상쾌한 느낌과 동시에 드라이호핑으로 가미한 홉의 라임향과 스파이시한 풍미가 은은하게 느껴진다.  "
288,프레리 부 프랑세,프레리 아티산 에일즈,세종,3.9도,1,25,"가볍게 즐길 수 있는 Table Beer이다. 다양한 음식과 즐길 수 있는 맥주를 찾기 위한 프레리의 노력이 담긴 맥주로 샴폐인, 스파클링 와인과 같은 조밀한 탄산과 산뜻한 산미가 돋보이는 Farmhouse/Saison 이다.  "
289,프레리 바이스,프레리 아티산 에일즈,베를리너 바이세,3.9도,1,15,가벼운 질감과 상큼한 레몬의 산미를 품은 Berliner Weisse 스타일 이다. 보리와 밀을 사용한 Weisse는 몰트의 구수함과 시트러스한 Juicy함이 함께 입안에 맴돌아 편하게 즐길 수 있는 사워 비어이다.  
290,프레리 펑키 골드 시트라,프레리 아티산 에일즈,사워 에일,7.5도,1,18,"시트라홉을 드라이호핑한 Sour Ale 이다. 오렌지, 감귤향과 화사한 느낌이 도드라지는 시트라홉의 특징이 살아있는 IPA와 사워에일의 접점 같은 맥주이다.  "
291,프레리 벌스데이 밤,프레리 아티산 에일즈,임페리얼 스타우트,13도,0,35,프레리의 또 다른 대표 Imperial Stout 이다. BOMB!의 탄생을 축하하기 위한 한정판 맥주로 카라멜소스를 부재료로 사용하여 달콤함이 돋보이는 맥주이다.  
292,에쿠28 ,쿨름바흐 그룹,라거,11도,0,26,호박색을 가진 강렬한 더블복 비어로 바디감이 있는 몰트의 풍미와 함께 11%의 알코올 함량을 가진 세계에서 가장 강한 맥주 중의 하나로 검증된 스페셜 스트롱비어이다.  
293,에쿠 필스 ,쿨름바흐 그룹,라거,4.9도,0,23,적당한 쓴맛과 균형잡힌 아모라향의 홉이 부드럽게 어우러지는 독일식 대표 필스 비어이다.  
294,쿠퍼스 페일 에일,쿠퍼스 브루어리 컴퍼니,페일 에일,4.5도,1,24,짙은 황금색에 풍부한 거품과 부드럽고 신선한 과일과 상쾌함은기분 좋은 쌉싸름함이 드라이한 맛으로 마무리되는 맥주이다. 특히 이 맥주에는 독특한 맛으로 젊음의 태도가 묻어나며 파티나 행사용 맥주로 추천할 맥주이다.  
295,쿠퍼스 스파클링 에일,쿠퍼스 브루어리 컴퍼니,페일 에일,5.8도,1,30,"짙은 금빛 컬러를 가지고 있으며 진하고 부드러운 과일과 꽃향, 독특한 맥아의 균형과 홉의 쌉싸름함이 더해져 전통이 살아있는 영국식 에일 맥주이다. 토마스 쿠퍼가 1862년에 첫번째로 만든 쿠퍼스 스파클링 에일 맥주이다.  "
296,쿠퍼스 스타우트,쿠퍼스 브루어리 컴퍼니,스타우트,6.3도,0,40,흑맥아의 진한 맛에 더해 달콤한 쵸콜렛의 풍미와 쓴맛이 섞인 견고한 홉의 노트가 돋보이며 효모로 인해 부드럽고 구수하면서 쌉싸름함에 드라이한 흑맥주이다.  
